#timestamp [ns],filename
1681712751365874176,1681712751365874176_left.png
1681712751399207680,1681712751399207680_left.png
1681712751432540928,1681712751432540928_left.png
1681712751465874432,1681712751465874432_left.png
1681712751499207680,1681712751499207680_left.png
1681712751499207680,1681712751499207680_left.png
1681712751532541184,1681712751532541184_left.png
1681712751565874688,1681712751565874688_left.png
1681712751565874688,1681712751565874688_left.png
1681712751599207936,1681712751599207936_left.png
1681712751632541440,1681712751632541440_left.png
1681712751632541440,1681712751632541440_left.png
1681712751665874688,1681712751665874688_left.png
1681712751699208192,1681712751699208192_left.png
1681712751732541696,1681712751732541696_left.png
1681712751732541696,1681712751732541696_left.png
1681712751765874944,1681712751765874944_left.png
1681712751799640576,1681712751799640576_left.png
1681712751832973824,1681712751832973824_left.png
1681712751832973824,1681712751832973824_left.png
1681712751866307328,1681712751866307328_left.png
1681712751899640832,1681712751899640832_left.png
1681712751932974080,1681712751932974080_left.png
1681712751932974080,1681712751932974080_left.png
1681712751966307584,1681712751966307584_left.png
1681712751999640832,1681712751999640832_left.png
1681712752032974336,1681712752032974336_left.png
1681712752032974336,1681712752032974336_left.png
1681712752066307840,1681712752066307840_left.png
1681712752099641088,1681712752099641088_left.png
1681712752132974592,1681712752132974592_left.png
1681712752132974592,1681712752132974592_left.png
1681712752166307840,1681712752166307840_left.png
1681712752199641344,1681712752199641344_left.png
1681712752199641344,1681712752199641344_left.png
1681712752232974848,1681712752232974848_left.png
1681712752266308096,1681712752266308096_left.png
1681712752266308096,1681712752266308096_left.png
1681712752299948800,1681712752299948800_left.png
1681712752333282048,1681712752333282048_left.png
1681712752333282048,1681712752333282048_left.png
1681712752366615552,1681712752366615552_left.png
1681712752399948800,1681712752399948800_left.png
1681712752399948800,1681712752399948800_left.png
1681712752433282304,1681712752433282304_left.png
1681712752466615808,1681712752466615808_left.png
1681712752466615808,1681712752466615808_left.png
1681712752499949056,1681712752499949056_left.png
1681712752533282560,1681712752533282560_left.png
1681712752566615808,1681712752566615808_left.png
1681712752566615808,1681712752566615808_left.png
1681712752599949312,1681712752599949312_left.png
1681712752633282816,1681712752633282816_left.png
1681712752633282816,1681712752633282816_left.png
1681712752666616064,1681712752666616064_left.png
1681712752699949568,1681712752699949568_left.png
1681712752699949568,1681712752699949568_left.png
1681712752733282816,1681712752733282816_left.png
1681712752766616320,1681712752766616320_left.png
1681712752800189440,1681712752800189440_left.png
1681712752800189440,1681712752800189440_left.png
1681712752833522688,1681712752833522688_left.png
1681712752866856192,1681712752866856192_left.png
1681712752866856192,1681712752866856192_left.png
1681712752900189440,1681712752900189440_left.png
1681712752933522944,1681712752933522944_left.png
1681712752933522944,1681712752933522944_left.png
1681712752966856448,1681712752966856448_left.png
1681712753000189696,1681712753000189696_left.png
1681712753000189696,1681712753000189696_left.png
1681712753033523200,1681712753033523200_left.png
1681712753066856448,1681712753066856448_left.png
1681712753100189952,1681712753100189952_left.png
1681712753100189952,1681712753100189952_left.png
1681712753133523456,1681712753133523456_left.png
1681712753166856704,1681712753166856704_left.png
1681712753166856704,1681712753166856704_left.png
1681712753200190208,1681712753200190208_left.png
1681712753233523456,1681712753233523456_left.png
1681712753233523456,1681712753233523456_left.png
1681712753266856960,1681712753266856960_left.png
1681712753300460800,1681712753300460800_left.png
1681712753300460800,1681712753300460800_left.png
1681712753333794048,1681712753333794048_left.png
1681712753367127552,1681712753367127552_left.png
1681712753367127552,1681712753367127552_left.png
1681712753400460800,1681712753400460800_left.png
1681712753433794304,1681712753433794304_left.png
1681712753433794304,1681712753433794304_left.png
1681712753467127552,1681712753467127552_left.png
1681712753500461056,1681712753500461056_left.png
1681712753533794560,1681712753533794560_left.png
1681712753533794560,1681712753533794560_left.png
1681712753567127808,1681712753567127808_left.png
1681712753600461312,1681712753600461312_left.png
1681712753600461312,1681712753600461312_left.png
1681712753633794560,1681712753633794560_left.png
1681712753667128064,1681712753667128064_left.png
1681712753667128064,1681712753667128064_left.png
1681712753700461568,1681712753700461568_left.png
1681712753733794816,1681712753733794816_left.png
1681712753733794816,1681712753733794816_left.png
1681712753767128320,1681712753767128320_left.png
1681712753800660736,1681712753800660736_left.png
1681712753800660736,1681712753800660736_left.png
1681712753833994240,1681712753833994240_left.png
1681712753867327744,1681712753867327744_left.png
1681712753867327744,1681712753867327744_left.png
1681712753900660992,1681712753900660992_left.png
1681712753933994496,1681712753933994496_left.png
1681712753933994496,1681712753933994496_left.png
1681712753967327744,1681712753967327744_left.png
1681712754000661248,1681712754000661248_left.png
1681712754000661248,1681712754000661248_left.png
1681712754033994752,1681712754033994752_left.png
1681712754067328000,1681712754067328000_left.png
1681712754067328000,1681712754067328000_left.png
1681712754100661504,1681712754100661504_left.png
1681712754133994752,1681712754133994752_left.png
1681712754133994752,1681712754133994752_left.png
1681712754167328256,1681712754167328256_left.png
1681712754200661760,1681712754200661760_left.png
1681712754200661760,1681712754200661760_left.png
1681712754233995008,1681712754233995008_left.png
1681712754267328512,1681712754267328512_left.png
1681712754267328512,1681712754267328512_left.png
1681712754300910336,1681712754300910336_left.png
1681712754334243840,1681712754334243840_left.png
1681712754334243840,1681712754334243840_left.png
1681712754367577344,1681712754367577344_left.png
1681712754400910592,1681712754400910592_left.png
1681712754400910592,1681712754400910592_left.png
1681712754434244096,1681712754434244096_left.png
1681712754467577344,1681712754467577344_left.png
1681712754467577344,1681712754467577344_left.png
1681712754500910848,1681712754500910848_left.png
1681712754534244096,1681712754534244096_left.png
1681712754567577600,1681712754567577600_left.png
1681712754567577600,1681712754567577600_left.png
1681712754600911104,1681712754600911104_left.png
1681712754634244352,1681712754634244352_left.png
1681712754634244352,1681712754634244352_left.png
1681712754667577856,1681712754667577856_left.png
1681712754700911104,1681712754700911104_left.png
1681712754700911104,1681712754700911104_left.png
1681712754734244608,1681712754734244608_left.png
1681712754767578112,1681712754767578112_left.png
1681712754767578112,1681712754767578112_left.png
1681712754801138944,1681712754801138944_left.png
1681712754834472448,1681712754834472448_left.png
1681712754834472448,1681712754834472448_left.png
1681712754867805696,1681712754867805696_left.png
1681712754901139200,1681712754901139200_left.png
1681712754901139200,1681712754901139200_left.png
1681712754934472704,1681712754934472704_left.png
1681712754967805952,1681712754967805952_left.png
1681712754967805952,1681712754967805952_left.png
1681712755001139456,1681712755001139456_left.png
1681712755034472704,1681712755034472704_left.png
1681712755034472704,1681712755034472704_left.png
1681712755067806208,1681712755067806208_left.png
1681712755101139712,1681712755101139712_left.png
1681712755101139712,1681712755101139712_left.png
1681712755134472960,1681712755134472960_left.png
1681712755167806464,1681712755167806464_left.png
1681712755167806464,1681712755167806464_left.png
1681712755201139712,1681712755201139712_left.png
1681712755234473216,1681712755234473216_left.png
1681712755234473216,1681712755234473216_left.png
1681712755267806720,1681712755267806720_left.png
1681712755301350656,1681712755301350656_left.png
1681712755301350656,1681712755301350656_left.png
1681712755334684160,1681712755334684160_left.png
1681712755368017408,1681712755368017408_left.png
1681712755368017408,1681712755368017408_left.png
1681712755401350912,1681712755401350912_left.png
1681712755434684416,1681712755434684416_left.png
1681712755468017664,1681712755468017664_left.png
1681712755468017664,1681712755468017664_left.png
1681712755501351168,1681712755501351168_left.png
1681712755534684416,1681712755534684416_left.png
1681712755534684416,1681712755534684416_left.png
1681712755568017920,1681712755568017920_left.png
1681712755601351168,1681712755601351168_left.png
1681712755601351168,1681712755601351168_left.png
1681712755634684672,1681712755634684672_left.png
1681712755668018176,1681712755668018176_left.png
1681712755668018176,1681712755668018176_left.png
1681712755701351424,1681712755701351424_left.png
1681712755734684928,1681712755734684928_left.png
1681712755734684928,1681712755734684928_left.png
1681712755768018176,1681712755768018176_left.png
1681712755801584128,1681712755801584128_left.png
1681712755801584128,1681712755801584128_left.png
1681712755834917632,1681712755834917632_left.png
1681712755868250880,1681712755868250880_left.png
1681712755868250880,1681712755868250880_left.png
1681712755901584384,1681712755901584384_left.png
1681712755934917632,1681712755934917632_left.png
1681712755968251136,1681712755968251136_left.png
1681712755968251136,1681712755968251136_left.png
1681712756001584640,1681712756001584640_left.png
1681712756034917888,1681712756034917888_left.png
1681712756068251392,1681712756068251392_left.png
1681712756068251392,1681712756068251392_left.png
1681712756101584640,1681712756101584640_left.png
1681712756134918144,1681712756134918144_left.png
1681712756134918144,1681712756134918144_left.png
1681712756168251648,1681712756168251648_left.png
1681712756201584896,1681712756201584896_left.png
