#timestamp [ns],gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
1681712751372873984,0.0021305938716977835,-0.006391781847923994,0.0021305938716977835,0.05736890062689781,10.402894020080566,-0.28684452176094055
1681712751404811776,0.0021305938716977835,-0.009587672539055347,0.0021305938716977835,0.09561483561992645,10.364648818969727,-0.3059674799442291
1681712751436748544,0.004261187743395567,-0.009587672539055347,0.0053264847956597805,0.05736890062689781,10.422017097473145,-0.3059674799442291
1681712751468686336,0.003195890923961997,-0.010652969591319561,0.0,0.07649186998605728,10.383770942687988,-0.3059674799442291
1681712751500624896,0.003195890923961997,-0.010652969591319561,-0.004261187743395567,0.05736890062689781,10.383770942687988,-0.3250904381275177
1681712751500624896,0.003195890923961997,-0.010652969591319561,-0.004261187743395567,0.05736890062689781,10.383770942687988,-0.3250904381275177
1681712751532564480,0.003195890923961997,-0.007457078900188208,-0.0021305938716977835,0.07649186998605728,10.383770942687988,-0.3059674799442291
1681712751564500480,0.0053264847956597805,-0.007457078900188208,0.0,0.07649186998605728,10.402894020080566,-0.3059674799442291
1681712751564500480,0.004261187743395567,-0.004261187743395567,0.0010652969358488917,0.07649186998605728,10.402894020080566,-0.3059674799442291
1681712751596432896,0.0,-0.007457078900188208,0.0,0.07649186998605728,10.402894020080566,-0.28684452176094055
1681712751628370176,0.006391781847923994,-0.003195890923961997,-0.0010652969358488917,0.07649186998605728,10.364648818969727,-0.28684452176094055
1681712751628370176,0.006391781847923994,-0.003195890923961997,-0.0010652969358488917,0.07649186998605728,10.364648818969727,-0.28684452176094055
1681712751660307200,0.0010652969358488917,-0.007457078900188208,0.0021305938716977835,0.05736890062689781,10.402894020080566,-0.3059674799442291
1681712751708217344,0.004261187743395567,-0.004261187743395567,0.0021305938716977835,0.07649186998605728,10.402894020080566,-0.3059674799442291
1681712751724187648,0.0021305938716977835,-0.010652969591319561,0.0021305938716977835,0.05736890062689781,10.422017097473145,-0.3250904381275177
1681712751740158720,0.0021305938716977835,-0.010652969591319561,0.0021305938716977835,0.07649186998605728,10.422017097473145,-0.3059674799442291
1681712751772098048,0.003195890923961997,-0.011718266643583775,0.0010652969358488917,0.05736890062689781,10.364648818969727,-0.28684452176094055
1681712751804467968,0.004261187743395567,-0.007457078900188208,0.0010652969358488917,0.07649186998605728,10.402894020080566,-0.3059674799442291
1681712751836403712,0.0021305938716977835,-0.004261187743395567,0.0053264847956597805,0.05736890062689781,10.402894020080566,-0.28684452176094055
1681712751836403712,0.0021305938716977835,-0.004261187743395567,0.0053264847956597805,0.05736890062689781,10.402894020080566,-0.28684452176094055
