#timestamp [ns],gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
1681363049063439872,0.0010652969358488917,-0.006391781847923994,0.0010652969358488917,-0.07649186998605728,10.422017097473145,-0.24859857559204102
1681363049063439872,0.0010652969358488917,-0.006391781847923994,0.0010652969358488917,-0.07649186998605728,10.422017097473145,-0.24859857559204102
1681363049095369472,0.007457078900188208,-0.007457078900188208,-0.0021305938716977835,-0.03824593499302864,10.383770942687988,-0.21035264432430267
1681363049127297280,0.0021305938716977835,-0.003195890923961997,-0.0021305938716977835,0.0,10.402894020080566,-0.28684452176094055
1681363049159220480,0.0010652969358488917,-0.004261187743395567,-0.010652969591319561,-0.01912296749651432,10.402894020080566,-0.21035264432430267
1681363049159220480,0.004261187743395567,-0.010652969591319561,-0.007457078900188208,-0.01912296749651432,10.402894020080566,-0.21035264432430267
1681363049191149056,0.0010652969358488917,-0.0053264847956597805,-0.004261187743395567,-0.07649186998605728,10.402894020080566,-0.28684452176094055
1681363049223078656,0.003195890923961997,-0.004261187743395567,-0.004261187743395567,-0.07649186998605728,10.383770942687988,-0.17210669815540314
1681363049223078656,0.003195890923961997,-0.004261187743395567,-0.004261187743395567,-0.07649186998605728,10.383770942687988,-0.17210669815540314
1681363049255006208,0.0010652969358488917,-0.0010652969358488917,0.0021305938716977835,-0.03824593499302864,10.402894020080566,-0.21035264432430267
1681363049286934272,0.0010652969358488917,-0.0053264847956597805,-0.0010652969358488917,0.0,10.383770942687988,-0.1912296712398529
1681363049286934272,0.0010652969358488917,-0.0053264847956597805,-0.0010652969358488917,0.0,10.383770942687988,-0.1912296712398529
1681363049318866176,0.0053264847956597805,-0.0010652969358488917,0.003195890923961997,-0.05736890062689781,10.383770942687988,-0.22947560250759125
1681363049350794240,0.0053264847956597805,-0.008522375486791134,0.008522375486791134,-0.05736890062689781,10.441140174865723,-0.28684452176094055
1681363049350794240,0.0010652969358488917,0.0,0.011718266643583775,-0.05736890062689781,10.441140174865723,-0.28684452176094055
1681363049398685952,0.008522375486791134,-0.007457078900188208,-0.07776667922735214,0.09561483561992645,10.383770942687988,-0.15298373997211456
1681363049430614784,0.011718266643583775,-0.0021305938716977835,-0.021305939182639122,-0.4398282468318939,10.345525741577148,-0.1912296712398529
1681363049430614784,0.011718266643583775,-0.0021305938716977835,-0.021305939182639122,-0.4398282468318939,10.345525741577148,-0.1912296712398529
